0,0
0,0
1187,2780
0,0
469,0
1734,1457
1407,1193
1409,1182
1492,1239
1455,1226
1519,1165
1288,1182
1671,1227
1924,1578
2548,1921
2500,2072
2698,2336
3011,2314
3989,2762
5481,3470
8391,4983
17835,9314
47996,32275
492503,111768
2133640,505893
8602760,2455560
5339230,5036360
1659030,6122150
105198,3110880
20337,940160
9957,96360
6623,15246
4691,8308
3246,5638
2507,3926
2250,2887
2239,2295
2198,2284
2108,2168
1822,2197
1598,1827
1304,1463
1272,1182
1145,1095
1104,1102
1073,1054
1083,1092
1098,1016
1022,1093
1516,1195
